Python1,,,,,,,,,,,,,,,
order_id,order_placement_date,customer_id,customer_name,city,product_id,product_name,category,order_qty,agreed_delivery_date,actual_delivery_date,delivery_qty,In Full,On Time,On Time In Full,total_amount
FMR312301501,2025-03-10,789301,Foodtown,"New Jersey, US",25891103,AM Milk 100,Dairy,399,2025-03-12,2025-03-12,319,0,1,0,34901.1285
FMR311902601,2025-03-10,789902,Elite Mart,Ahmedabad,25891103,AM Milk 100,Dairy,463,2025-03-11,2025-03-11,463,1,1,1,11575
FMR313103402,2025-03-10,789103,Vijay Stores,Vadodara,25891103,AM Milk 100,Dairy,463,2025-03-13,2025-03-13,440,0,1,0,11575
FMR313102601,2025-03-10,789102,Vijay Stores,Ahmedabad,25891103,AM Milk 100,Dairy,312,2025-03-13,2025-03-13,312,1,1,1,7800
FMR313721103,2025-03-10,789721,Logic Stores,Ahmedabad,25891103,AM Milk 100,Dairy,362,2025-03-13,2025-03-13,362,1,1,1,9050
FMR313422103,2025-03-10,789422,Lotus Mart,Vadodara,25891103,AM Milk 100,Dairy,474,2025-03-13,2025-03-16,427,0,0,0,11850
FMR311522601,2025-03-10,789522,Acclaimed Stores,Vadodara,25891601,AM Tea 500,beverages,130,2025-03-11,2025-03-14,130,1,0,0,29250
FMR311702603,2025-03-10,789702,Sorefoz Mart,Ahmedabad,25891601,AM Tea 500,beverages,148,2025-03-11,2025-03-11,148,1,1,1,33300
FMR312702601,2025-03-10,789702,Sorefoz Mart,Ahmedabad,25891601,AM Tea 500,beverages,103,2025-03-12,2025-03-12,98,0,1,0,23175
FMR312520601,2025-03-10,789520,Fairway Market,"New Jersey, US",25891601,AM Tea 500,beverages,94,2025-03-12,2025-03-12,94,1,1,1,49333.92600000001
FMR311902601,2025-03-10,789902,Elite Mart,Ahmedabad,25891601,AM Tea 500,beverages,164,2025-03-11,2025-03-11,164,1,1,1,36900
FMR313902601,2025-03-10,789902,Elite Mart,Ahmedabad,25891601,AM Tea 500,beverages,93,2025-03-13,2025-03-12,93,1,1,1,20925
FMR313402603,2025-03-10,789402,Propel Mart,Ahmedabad,25891601,AM Tea 500,beverages,186,2025-03-13,2025-03-13,186,1,1,1,41850
FMR311721601,2025-03-10,789721,Logic Stores,Ahmedabad,25891601,AM Tea 500,beverages,50,2025-03-11,2025-03-11,50,1,1,1,11250
FMR312721603,2025-03-10,789721,Logic Stores,Ahmedabad,25891601,AM Tea 500,beverages,190,2025-03-12,2025-03-12,180,0,1,0,42750
FMR313121601,2025-03-10,789121,Coolblue,Ahmedabad,25891601,AM Tea 500,beverages,121,2025-03-13,2025-03-13,121,1,1,1,27225
FMR311521401,2025-03-10,789521,Acclaimed Stores,Ahmedabad,25891401,AM Curd 250,Dairy,288,2025-03-11,2025-03-11,288,1,1,1,14400
FMR312402602,2025-03-10,789402,Propel Mart,Ahmedabad,25891201,AM Butter 100,Dairy,355,2025-03-12,2025-03-12,337,0,1,0,21300
FMR311202603,2025-03-10,789202,Rel Fresh,Ahmedabad,25891201,AM Butter 100,Dairy,127,2025-03-11,2025-03-11,121,0,1,0,7620
FMR311321601,2025-03-10,789321,Chiptec Stores,Ahmedabad,25891201,AM Butter 100,Dairy,409,2025-03-11,2025-03-11,409,1,1,1,24540
FMR311102602,2025-03-10,789102,Vijay Stores,Ahmedabad,25891201,AM Butter 100,Dairy,145,2025-03-11,2025-03-11,145,1,1,1,8700
FMR313221201,2025-03-10,789221,Atlas Stores,Ahmedabad,25891201,AM Butter 100,Dairy,141,2025-03-13,2025-03-15,141,1,0,0,8460
FMR311903201,2025-03-10,789903,Elite Mart,Vadodara,25891201,AM Butter 100,Dairy,286,2025-03-11,2025-03-11,286,1,1,1,17160
FMR313720502,2025-03-10,789720,Colonial Farms,"New Jersey, US",25891201,AM Butter 100,Dairy,454,2025-03-13,2025-03-13,454,1,1,1,79424.122
FMR311702603,2025-03-10,789702,Sorefoz Mart,Ahmedabad,25891201,AM Butter 100,Dairy,358,2025-03-11,2025-03-11,286,0,1,0,21480
FMR313702201,2025-03-10,789702,Sorefoz Mart,Ahmedabad,25891201,AM Butter 100,Dairy,408,2025-03-13,2025-03-12,388,0,1,0,24480
FMR312622602,2025-03-10,789622,Expert Mart,Vadodara,25891201,AM Butter 100,Dairy,447,2025-03-12,2025-03-12,447,1,1,1,26820
FMR312520201,2025-03-10,789520,Fairway Market,"New Jersey, US",25891201,AM Butter 100,Dairy,133,2025-03-12,2025-03-11,133,1,1,1,23267.419
FMR311422503,2025-03-10,789422,Lotus Mart,Vadodara,25891501,AM Biscuits 750,Food,196,2025-03-11,2025-03-11,176,0,1,0,58800
FMR311520501,2025-03-10,789520,Fairway Market,"New Jersey, US",25891501,AM Biscuits 750,Food,148,2025-03-11,2025-03-11,141,0,1,0,116512.038
FMR313520501,2025-03-10,789520,Fairway Market,"New Jersey, US",25891501,AM Biscuits 750,Food,129,2025-03-13,2025-03-14,123,0,0,0,101554.4115
FMR311321601,2025-03-10,789321,Chiptec Stores,Ahmedabad,25891501,AM Biscuits 750,Food,221,2025-03-11,2025-03-11,221,1,1,1,66300
FMR313601501,2025-03-10,789601,Price Rite,"New Jersey, US",25891501,AM Biscuits 750,Food,133,2025-03-13,2025-03-14,133,1,0,0,104703.3855
FMR312203501,2025-03-10,789203,Rel Fresh,Vadodara,25891501,AM Biscuits 750,Food,164,2025-03-12,2025-03-12,164,1,1,1,49200
FMR311121501,2025-03-10,789121,Coolblue,Ahmedabad,25891501,AM Biscuits 750,Food,231,2025-03-11,2025-03-12,185,0,0,0,69300
FMR311102602,2025-03-10,789102,Vijay Stores,Ahmedabad,25891501,AM Biscuits 750,Food,248,2025-03-11,2025-03-11,248,1,1,1,74400
FMR313421501,2025-03-10,789421,Lotus Mart,Ahmedabad,25891501,AM Biscuits 750,Food,181,2025-03-13,2025-03-16,181,1,0,0,54300
FMR312202501,2025-03-10,789202,Rel Fresh,Ahmedabad,25891501,AM Biscuits 750,Food,154,2025-03-12,2025-03-12,154,1,1,1,46200
FMR311301601,2025-03-10,789301,Foodtown,"New Jersey, US",25891501,AM Biscuits 750,Food,129,2025-03-11,2025-03-12,129,1,0,0,101554.4115
FMR312301501,2025-03-10,789301,Foodtown,"New Jersey, US",25891501,AM Biscuits 750,Food,224,2025-03-12,2025-03-12,224,1,1,1,176342.544
FMR313702602,2025-03-10,789702,Sorefoz Mart,Ahmedabad,25891602,AM Tea 250,beverages,147,2025-03-13,2025-03-13,118,0,1,0,16464
FMR311102602,2025-03-10,789102,Vijay Stores,Ahmedabad,25891602,AM Tea 250,beverages,97,2025-03-11,2025-03-11,87,0,1,0,10864
FMR311621603,2025-03-10,789621,Expert Mart,Ahmedabad,25891602,AM Tea 250,beverages,59,2025-03-11,2025-03-11,53,0,1,0,6608
FMR313401602,2025-03-10,789401,Wegmans,"New Jersey, US",25891602,AM Tea 250,beverages,164,2025-03-13,2025-03-13,164,1,1,1,43035.978
FMR312521602,2025-03-10,789521,Acclaimed Stores,Ahmedabad,25891602,AM Tea 250,beverages,96,2025-03-12,2025-03-14,96,1,0,0,10752
FMR312321602,2025-03-10,789321,Chiptec Stores,Ahmedabad,25891602,AM Tea 250,beverages,182,2025-03-12,2025-03-12,173,0,1,0,20384
FMR312402602,2025-03-10,789402,Propel Mart,Ahmedabad,25891602,AM Tea 250,beverages,75,2025-03-12,2025-03-12,75,1,1,1,8400
FMR313203602,2025-03-10,789203,Rel Fresh,Vadodara,25891602,AM Tea 250,beverages,62,2025-03-13,2025-03-14,62,1,0,0,6944
FMR311201602,2025-03-10,789201,Rel Fresh,"New Jersey, US",25891602,AM Tea 250,beverages,192,2025-03-11,2025-03-10,192,1,1,1,50383.584
FMR312121602,2025-03-10,789121,Coolblue,Ahmedabad,25891602,AM Tea 250,beverages,177,2025-03-12,2025-03-15,177,1,0,0,19824
FMR312622602,2025-03-10,789622,Expert Mart,Vadodara,25891602,AM Tea 250,beverages,139,2025-03-12,2025-03-12,139,1,1,1,15568
FMR311902602,2025-03-10,789902,Elite Mart,Ahmedabad,25891602,AM Tea 250,beverages,88,2025-03-11,2025-03-12,88,1,0,0,9856
FMR312902602,2025-03-10,789902,Elite Mart,Ahmedabad,25891602,AM Tea 250,beverages,112,2025-03-12,2025-03-12,112,1,1,1,12544
FMR313902602,2025-03-10,789902,Elite Mart,Ahmedabad,25891602,AM Tea 250,beverages,170,2025-03-13,2025-03-14,170,1,0,0,19040
FMR312220602,2025-03-10,789220,ShopRite,"New Jersey, US",25891602,AM Tea 250,beverages,117,2025-03-12,2025-03-12,117,1,1,1,30702.496500000005
FMR313220602,2025-03-10,789220,ShopRite,"New Jersey, US",25891602,AM Tea 250,beverages,140,2025-03-13,2025-03-13,140,1,1,1,36738.030000000006
FMR311101602,2025-03-10,789101,Costco Wholesale,"New Jersey, US",25891602,AM Tea 250,beverages,95,2025-03-11,2025-03-11,76,0,1,0,24929.377500000002
FMR313421602,2025-03-10,789421,Lotus Mart,Ahmedabad,25891602,AM Tea 250,beverages,192,2025-03-13,2025-03-15,192,1,0,0,21504
FMR311422602,2025-03-10,789422,Lotus Mart,Vadodara,25891602,AM Tea 250,beverages,56,2025-03-11,2025-03-13,56,1,0,0,6272
FMR311220503,2025-03-10,789220,ShopRite,"New Jersey, US",25891101,AM Milk 500,Dairy,312,2025-03-11,2025-03-11,250,0,1,0,109164.432
FMR312220602,2025-03-10,789220,ShopRite,"New Jersey, US",25891101,AM Milk 500,Dairy,431,2025-03-12,2025-03-12,431,1,1,1,150800.866
FMR312521101,2025-03-10,789521,Acclaimed Stores,Ahmedabad,25891101,AM Milk 500,Dairy,368,2025-03-12,2025-03-15,368,1,0,0,46000
FMR313101402,2025-03-10,789101,Costco Wholesale,"New Jersey, US",25891101,AM Milk 500,Dairy,424,2025-03-13,2025-03-13,424,1,1,1,148351.66400000002
FMR313303202,2025-03-10,789303,Expression Stores,Vadodara,25891101,AM Milk 500,Dairy,433,2025-03-13,2025-03-13,433,1,1,1,54125
FMR312603402,2025-03-10,789603,Info Stores,Vadodara,25891101,AM Milk 500,Dairy,365,2025-03-12,2025-03-12,365,1,1,1,45625
FMR312703101,2025-03-10,789703,Sorefoz Mart,Vadodara,25891101,AM Milk 500,Dairy,416,2025-03-12,2025-03-13,416,1,0,0,52000
FMR312321602,2025-03-10,789321,Chiptec Stores,Ahmedabad,25891101,AM Milk 500,Dairy,435,2025-03-12,2025-03-12,435,1,1,1,54375
FMR313721103,2025-03-10,789721,Logic Stores,Ahmedabad,25891101,AM Milk 500,Dairy,443,2025-03-13,2025-03-13,443,1,1,1,55375
FMR313903101,2025-03-10,789903,Elite Mart,Vadodara,25891101,AM Milk 500,Dairy,414,2025-03-13,2025-03-15,373,0,0,0,51750
FMR313320601,2025-03-10,789320,Whole Foods Market,"New Jersey, US",25891101,AM Milk 500,Dairy,320,2025-03-13,2025-03-13,320,1,1,1,111963.52
FMR313103402,2025-03-10,789103,Vijay Stores,Vadodara,25891101,AM Milk 500,Dairy,387,2025-03-13,2025-03-13,310,0,1,0,48375
FMR312601503,2025-03-10,789601,Price Rite,"New Jersey, US",25891101,AM Milk 500,Dairy,435,2025-03-12,2025-03-12,435,1,1,1,152200.41
FMR313403403,2025-03-10,789403,Propel Mart,Vadodara,25891101,AM Milk 500,Dairy,468,2025-03-13,2025-03-13,468,1,1,1,58500
FMR312401403,2025-03-10,789401,Wegmans,"New Jersey, US",25891101,AM Milk 500,Dairy,453,2025-03-12,2025-03-12,430,0,1,0,158498.358
FMR312102101,2025-03-10,789102,Vijay Stores,Ahmedabad,25891101,AM Milk 500,Dairy,353,2025-03-12,2025-03-13,353,1,0,0,44125
FMR312420101,2025-03-10,789420,Lidl,"New Jersey, US",25891101,AM Milk 500,Dairy,306,2025-03-12,2025-03-15,306,1,0,0,107065.11600000001
FMR313622101,2025-03-10,789622,Expert Mart,Vadodara,25891101,AM Milk 500,Dairy,339,2025-03-13,2025-03-16,339,1,0,0,42375
FMR313320601,2025-03-10,789320,Whole Foods Market,"New Jersey, US",25891601,AM Tea 500,beverages,140,2025-03-13,2025-03-13,126,0,1,0,73476.06000000001
FMR311520501,2025-03-10,789520,Fairway Market,"New Jersey, US",25891101,AM Milk 500,Dairy,308,2025-03-11,2025-03-11,277,0,1,0,107764.888
FMR313603401,2025-03-10,789603,Info Stores,Vadodara,25891401,AM Curd 250,Dairy,291,2025-03-13,2025-03-14,262,0,0,0,14550
FMR311402502,2025-03-10,789402,Propel Mart,Ahmedabad,25891401,AM Curd 250,Dairy,362,2025-03-11,2025-03-11,344,0,1,0,18100
FMR313121401,2025-03-10,789121,Coolblue,Ahmedabad,25891401,AM Curd 250,Dairy,483,2025-03-13,2025-03-15,483,1,0,0,24150
FMR312501401,2025-03-10,789501,Best Market,"New Jersey, US",25891401,AM Curd 250,Dairy,217,2025-03-12,2025-03-14,217,1,0,0,47453.28875
FMR312522401,2025-03-10,789522,Acclaimed Stores,Vadodara,25891401,AM Curd 250,Dairy,483,2025-03-12,2025-03-13,386,0,0,0,24150
FMR311721401,2025-03-10,789721,Logic Stores,Ahmedabad,25891401,AM Curd 250,Dairy,467,2025-03-11,2025-03-12,467,1,0,0,23350
FMR312303401,2025-03-10,789303,Expression Stores,Vadodara,25891401,AM Curd 250,Dairy,264,2025-03-12,2025-03-12,238,0,1,0,13200
FMR312422401,2025-03-10,789422,Lotus Mart,Vadodara,25891401,AM Curd 250,Dairy,406,2025-03-12,2025-03-13,406,1,0,0,20300
FMR313401602,2025-03-10,789401,Wegmans,"New Jersey, US",25891401,AM Curd 250,Dairy,220,2025-03-13,2025-03-13,220,1,1,1,48109.325000000004
FMR313720502,2025-03-10,789720,Colonial Farms,"New Jersey, US",25891401,AM Curd 250,Dairy,458,2025-03-13,2025-03-13,458,1,1,1,100154.86750000001
FMR313201502,2025-03-10,789201,Rel Fresh,"New Jersey, US",25891401,AM Curd 250,Dairy,428,2025-03-13,2025-03-13,428,1,1,1,93594.505
FMR313103402,2025-03-10,789103,Vijay Stores,Vadodara,25891401,AM Curd 250,Dairy,243,2025-03-13,2025-03-13,243,1,1,1,12150
FMR311421401,2025-03-10,789421,Lotus Mart,Ahmedabad,25891401,AM Curd 250,Dairy,333,2025-03-11,2025-03-11,333,1,1,1,16650
FMR311420401,2025-03-10,789420,Lidl,"New Jersey, US",25891401,AM Curd 250,Dairy,202,2025-03-11,2025-03-14,202,1,0,0,44173.1075
FMR311401403,2025-03-10,789401,Wegmans,"New Jersey, US",25891201,AM Butter 100,Dairy,232,2025-03-11,2025-03-11,232,1,1,1,40586.776000000005
FMR312521602,2025-03-10,789521,Acclaimed Stores,Ahmedabad,25891401,AM Curd 250,Dairy,498,2025-03-12,2025-03-14,498,1,0,0,24900
FMR311220503,2025-03-10,789220,ShopRite,"New Jersey, US",25891401,AM Curd 250,Dairy,323,2025-03-11,2025-03-11,323,1,1,1,70633.23625
FMR313220401,2025-03-10,789220,ShopRite,"New Jersey, US",25891401,AM Curd 250,Dairy,395,2025-03-13,2025-03-14,375,0,0,0,86378.10625
FMR311403502,2025-03-10,789403,Propel Mart,Vadodara,25891401,AM Curd 250,Dairy,410,2025-03-11,2025-03-11,410,1,1,1,20500
FMR313420603,2025-03-10,789420,Lidl,"New Jersey, US",25891603,AM Tea 100,beverages,51,2025-03-13,2025-03-14,51,1,0,0,4461.0465
FMR311522603,2025-03-10,789522,Acclaimed Stores,Vadodara,25891603,AM Tea 100,beverages,113,2025-03-11,2025-03-12,113,1,0,0,5085
FMR313402603,2025-03-10,789402,Propel Mart,Ahmedabad,25891603,AM Tea 100,beverages,90,2025-03-13,2025-03-13,90,1,1,1,4050
FMR311703603,2025-03-10,789703,Sorefoz Mart,Vadodara,25891603,AM Tea 100,beverages,134,2025-03-11,2025-03-11,134,1,1,1,6030
FMR311702603,2025-03-10,789702,Sorefoz Mart,Ahmedabad,25891603,AM Tea 100,beverages,175,2025-03-11,2025-03-11,157,0,1,0,7875
FMR311203603,2025-03-10,789203,Rel Fresh,Vadodara,25891603,AM Tea 100,beverages,114,2025-03-11,2025-03-11,108,0,1,0,5130
FMR313601603,2025-03-10,789601,Price Rite,"New Jersey, US",25891603,AM Tea 100,beverages,93,2025-03-13,2025-03-13,88,0,1,0,8134.8495
FMR311202603,2025-03-10,789202,Rel Fresh,Ahmedabad,25891603,AM Tea 100,beverages,169,2025-03-11,2025-03-11,169,1,1,1,7605
FMR312721603,2025-03-10,789721,Logic Stores,Ahmedabad,25891603,AM Tea 100,beverages,156,2025-03-12,2025-03-12,156,1,1,1,7020
FMR311621603,2025-03-10,789621,Expert Mart,Ahmedabad,25891603,AM Tea 100,beverages,149,2025-03-11,2025-03-11,149,1,1,1,6705
FMR312102503,2025-03-10,789102,Vijay Stores,Ahmedabad,25891202,AM Butter 250,Dairy,383,2025-03-12,2025-03-12,383,1,1,1,57450
FMR313102601,2025-03-10,789102,Vijay Stores,Ahmedabad,25891202,AM Butter 250,Dairy,326,2025-03-13,2025-03-13,310,0,1,0,48900
FMR313702602,2025-03-10,789702,Sorefoz Mart,Ahmedabad,25891202,AM Butter 250,Dairy,296,2025-03-13,2025-03-13,281,0,1,0,44400
FMR313221202,2025-03-10,789221,Atlas Stores,Ahmedabad,25891202,AM Butter 250,Dairy,225,2025-03-13,2025-03-13,225,1,1,1,33750
FMR311420202,2025-03-10,789420,Lidl,"New Jersey, US",25891202,AM Butter 250,Dairy,373,2025-03-11,2025-03-11,373,1,1,1,130507.478
FMR312903202,2025-03-10,789903,Elite Mart,Vadodara,25891202,AM Butter 250,Dairy,406,2025-03-12,2025-03-11,365,0,1,0,60900
FMR313703302,2025-03-10,789703,Sorefoz Mart,Vadodara,25891202,AM Butter 250,Dairy,163,2025-03-13,2025-03-13,155,0,1,0,24450
FMR313303202,2025-03-10,789303,Expression Stores,Vadodara,25891202,AM Butter 250,Dairy,317,2025-03-13,2025-03-13,317,1,1,1,47550
FMR312421503,2025-03-10,789421,Lotus Mart,Ahmedabad,25891202,AM Butter 250,Dairy,203,2025-03-12,2025-03-13,193,0,0,0,30450
FMR312101502,2025-03-10,789101,Costco Wholesale,"New Jersey, US",25891202,AM Butter 250,Dairy,224,2025-03-12,2025-03-12,224,1,1,1,78374.464
FMR312503503,2025-03-10,789503,Viveks Stores,Vadodara,25891202,AM Butter 250,Dairy,214,2025-03-12,2025-03-12,214,1,1,1,32100
FMR312201202,2025-03-10,789201,Rel Fresh,"New Jersey, US",25891202,AM Butter 250,Dairy,435,2025-03-12,2025-03-12,391,0,1,0,152200.41
FMR313720502,2025-03-10,789720,Colonial Farms,"New Jersey, US",25891202,AM Butter 250,Dairy,143,2025-03-13,2025-03-13,143,1,1,1,50033.698000000004
FMR312603402,2025-03-10,789603,Info Stores,Vadodara,25891303,AM Ghee 100,Dairy,59,2025-03-12,2025-03-12,59,1,1,1,5310
FMR313103303,2025-03-10,789103,Vijay Stores,Vadodara,25891303,AM Ghee 100,Dairy,41,2025-03-13,2025-03-16,41,1,0,0,3690
FMR313201502,2025-03-10,789201,Rel Fresh,"New Jersey, US",25891303,AM Ghee 100,Dairy,85,2025-03-13,2025-03-13,85,1,1,1,22305.232500000002
FMR313601603,2025-03-10,789601,Price Rite,"New Jersey, US",25891303,AM Ghee 100,Dairy,67,2025-03-13,2025-03-13,60,0,1,0,17581.771500000003
FMR311401303,2025-03-10,789401,Wegmans,"New Jersey, US",25891303,AM Ghee 100,Dairy,56,2025-03-11,2025-03-12,45,0,0,0,14695.212000000001
FMR313401602,2025-03-10,789401,Wegmans,"New Jersey, US",25891303,AM Ghee 100,Dairy,99,2025-03-13,2025-03-13,99,1,1,1,25979.0355
FMR311720303,2025-03-10,789720,Colonial Farms,"New Jersey, US",25891303,AM Ghee 100,Dairy,31,2025-03-11,2025-03-12,31,1,0,0,8134.849500000001
FMR313420603,2025-03-10,789420,Lidl,"New Jersey, US",25891303,AM Ghee 100,Dairy,94,2025-03-13,2025-03-14,94,1,0,0,24666.963000000003
FMR313421602,2025-03-10,789421,Lotus Mart,Ahmedabad,25891303,AM Ghee 100,Dairy,31,2025-03-13,2025-03-15,28,0,0,0,2790
FMR311622303,2025-03-10,789622,Expert Mart,Vadodara,25891303,AM Ghee 100,Dairy,82,2025-03-11,2025-03-11,82,1,1,1,7380
FMR311122303,2025-03-10,789122,Coolblue,Vadodara,25891303,AM Ghee 100,Dairy,38,2025-03-11,2025-03-10,30,0,1,0,3420
FMR313220602,2025-03-10,789220,ShopRite,"New Jersey, US",25891303,AM Ghee 100,Dairy,84,2025-03-13,2025-03-13,84,1,1,1,22042.818000000003
FMR313101402,2025-03-10,789101,Costco Wholesale,"New Jersey, US",25891303,AM Ghee 100,Dairy,95,2025-03-13,2025-03-13,95,1,1,1,24929.377500000002
FMR311402303,2025-03-10,789402,Propel Mart,Ahmedabad,25891303,AM Ghee 100,Dairy,93,2025-03-11,2025-03-12,93,1,0,0,8370
FMR311621603,2025-03-10,789621,Expert Mart,Ahmedabad,25891303,AM Ghee 100,Dairy,38,2025-03-11,2025-03-11,38,1,1,1,3420
FMR312521602,2025-03-10,789521,Acclaimed Stores,Ahmedabad,25891303,AM Ghee 100,Dairy,61,2025-03-12,2025-03-14,61,1,0,0,5490
FMR313521303,2025-03-10,789521,Acclaimed Stores,Ahmedabad,25891303,AM Ghee 100,Dairy,25,2025-03-13,2025-03-15,23,0,0,0,2250
FMR312220601,2025-03-10,789220,ShopRite,"New Jersey, US",25891601,AM Tea 500,beverages,188,2025-03-12,2025-03-13,188,1,0,0,98667.85200000001
FMR311301601,2025-03-10,789301,Foodtown,"New Jersey, US",25891601,AM Tea 500,beverages,161,2025-03-11,2025-03-12,161,1,0,0,84497.46900000001
FMR311321601,2025-03-10,789321,Chiptec Stores,Ahmedabad,25891601,AM Tea 500,beverages,93,2025-03-11,2025-03-11,93,1,1,1,20925
FMR311621603,2025-03-10,789621,Expert Mart,Ahmedabad,25891601,AM Tea 500,beverages,68,2025-03-11,2025-03-11,68,1,1,1,15300
FMR313621601,2025-03-10,789621,Expert Mart,Ahmedabad,25891601,AM Tea 500,beverages,65,2025-03-13,2025-03-13,65,1,1,1,14625
FMR311320601,2025-03-10,789320,Whole Foods Market,"New Jersey, US",25891601,AM Tea 500,beverages,141,2025-03-11,2025-03-11,141,1,1,1,74000.88900000001
FMR313102601,2025-03-10,789102,Vijay Stores,Ahmedabad,25891601,AM Tea 500,beverages,164,2025-03-13,2025-03-13,156,0,1,0,36900
FMR311203603,2025-03-10,789203,Rel Fresh,Vadodara,25891601,AM Tea 500,beverages,70,2025-03-11,2025-03-11,70,1,1,1,15750
FMR312220402,2025-03-10,789220,ShopRite,"New Jersey, US",25891402,AM Curd 100,Dairy,376,2025-03-12,2025-03-11,376,1,1,1,65778.568
FMR313103402,2025-03-10,789103,Vijay Stores,Vadodara,25891402,AM Curd 100,Dairy,241,2025-03-13,2025-03-13,229,0,1,0,4820
FMR311320402,2025-03-10,789320,Whole Foods Market,"New Jersey, US",25891402,AM Curd 100,Dairy,254,2025-03-11,2025-03-12,203,0,0,0,44435.522000000004
FMR312603402,2025-03-10,789603,Info Stores,Vadodara,25891402,AM Curd 100,Dairy,341,2025-03-12,2025-03-12,273,0,1,0,6820
FMR312301402,2025-03-10,789301,Foodtown,"New Jersey, US",25891402,AM Curd 100,Dairy,289,2025-03-12,2025-03-14,260,0,0,0,50558.527
FMR312721603,2025-03-10,789721,Logic Stores,Ahmedabad,25891402,AM Curd 100,Dairy,218,2025-03-12,2025-03-12,174,0,1,0,4360
FMR313601603,2025-03-10,789601,Price Rite,"New Jersey, US",25891402,AM Curd 100,Dairy,422,2025-03-13,2025-03-13,422,1,1,1,73825.94600000001
FMR311503402,2025-03-10,789503,Viveks Stores,Vadodara,25891402,AM Curd 100,Dairy,366,2025-03-11,2025-03-11,366,1,1,1,7320
FMR313503402,2025-03-10,789503,Viveks Stores,Vadodara,25891402,AM Curd 100,Dairy,236,2025-03-13,2025-03-13,189,0,1,0,4720
FMR311902602,2025-03-10,789902,Elite Mart,Ahmedabad,25891402,AM Curd 100,Dairy,232,2025-03-11,2025-03-12,232,1,0,0,4640
FMR311403402,2025-03-10,789403,Propel Mart,Vadodara,25891402,AM Curd 100,Dairy,340,2025-03-11,2025-03-13,340,1,0,0,6800
FMR311321601,2025-03-10,789321,Chiptec Stores,Ahmedabad,25891402,AM Curd 100,Dairy,227,2025-03-11,2025-03-11,227,1,1,1,4540
FMR313101402,2025-03-10,789101,Costco Wholesale,"New Jersey, US",25891402,AM Curd 100,Dairy,341,2025-03-13,2025-03-13,341,1,1,1,59655.563
FMR313121601,2025-03-10,789121,Coolblue,Ahmedabad,25891402,AM Curd 100,Dairy,484,2025-03-13,2025-03-13,484,1,1,1,9680
FMR313621402,2025-03-10,789621,Expert Mart,Ahmedabad,25891402,AM Curd 100,Dairy,237,2025-03-13,2025-03-15,237,1,0,0,4740
FMR312622602,2025-03-10,789622,Expert Mart,Vadodara,25891402,AM Curd 100,Dairy,331,2025-03-12,2025-03-12,314,0,1,0,6620
FMR313421402,2025-03-10,789421,Lotus Mart,Ahmedabad,25891402,AM Curd 100,Dairy,480,2025-03-13,2025-03-14,432,0,0,0,9600
FMR313102601,2025-03-10,789102,Vijay Stores,Ahmedabad,25891402,AM Curd 100,Dairy,446,2025-03-13,2025-03-13,446,1,1,1,8920
FMR312603402,2025-03-10,789603,Info Stores,Vadodara,25891201,AM Butter 100,Dairy,500,2025-03-12,2025-03-12,500,1,1,1,30000
FMR313121502,2025-03-10,789121,Coolblue,Ahmedabad,25891201,AM Butter 100,Dairy,288,2025-03-13,2025-03-16,288,1,0,0,17280
FMR313122502,2025-03-10,789122,Coolblue,Vadodara,25891201,AM Butter 100,Dairy,453,2025-03-13,2025-03-14,453,1,0,0,27180
FMR312601503,2025-03-10,789601,Price Rite,"New Jersey, US",25891201,AM Butter 100,Dairy,267,2025-03-12,2025-03-12,214,0,1,0,46709.781
FMR313601603,2025-03-10,789601,Price Rite,"New Jersey, US",25891201,AM Butter 100,Dairy,160,2025-03-13,2025-03-13,152,0,1,0,27990.88
FMR312301501,2025-03-10,789301,Foodtown,"New Jersey, US",25891201,AM Butter 100,Dairy,459,2025-03-12,2025-03-12,413,0,1,0,80298.837
FMR313202303,2025-03-11,789202,Rel Fresh,Ahmedabad,25891103,AM Milk 100,Dairy,351,2025-03-13,2025-03-13,351,1,1,1,8775
FMR312321601,2025-03-11,789321,Chiptec Stores,Ahmedabad,25891103,AM Milk 100,Dairy,483,2025-03-12,2025-03-12,483,1,1,1,12075
FMR314221601,2025-03-11,789221,Atlas Stores,Ahmedabad,25891601,AM Tea 500,beverages,122,2025-03-14,2025-03-14,110,0,1,0,27450
FMR314703601,2025-03-11,789703,Sorefoz Mart,Vadodara,25891601,AM Tea 500,beverages,195,2025-03-14,2025-03-14,195,1,1,1,43875
FMR312522601,2025-03-11,789522,Acclaimed Stores,Vadodara,25891601,AM Tea 500,beverages,145,2025-03-12,2025-03-13,145,1,0,0,32625
FMR313601601,2025-03-11,789601,Price Rite,"New Jersey, US",25891601,AM Tea 500,beverages,127,2025-03-13,2025-03-13,114,0,1,0,66653.28300000001
FMR313520601,2025-03-11,789520,Fairway Market,"New Jersey, US",25891601,AM Tea 500,beverages,161,2025-03-13,2025-03-15,153,0,0,0,84497.46900000001
FMR314902601,2025-03-11,789902,Elite Mart,Ahmedabad,25891601,AM Tea 500,beverages,111,2025-03-14,2025-03-14,89,0,1,0,24975
FMR313521603,2025-03-11,789521,Acclaimed Stores,Ahmedabad,25891601,AM Tea 500,beverages,197,2025-03-13,2025-03-14,197,1,0,0,44325
